영화 ID,제목,원제,개봉일,줄거리,장르,국가,제작사,포스터 URL,러닝타임,평점,투표수,인기도,감독,주연
1478018,Red Velvet - Bloom,Red Velvet - Bloom,2022-04-06,,음악,,,https://image.tmdb.org/t/p/w500/jkcMCtXzpEROTDWtDJs8tD59zzn.jpg,0,0.0,0,0.1435,,"아이린, 슬기, 웬디, 조이"
974821,미용실 유부녀들,미용실 유부녀들,2022-04-06,미용실 사장 예원과 친구인 소정이 운영하는 한적한 유부녀 미용실.  멋지고 젊은 남자 손님의 방문에 두 사람은 특별한 서비스를 무료로 제공한다.  입소문이 나서 찾아오는 젊은 남자들을 차지하기 위해 두 사람은 각자의 특별한 서비스로 공략하게 되는데....,로맨스,South Korea,,https://image.tmdb.org/t/p/w500/vRRG7NkgvK6F6sq9yoaVo6dKF95.jpg,61,4.0,1,0.5265,Lee Yeon-gyu,"Lim Ji-yeong, Hae Il, 우열, Im Tae-mok"
630217,스텔라,스텔라,2022-04-06,"막다른 인생 제대로 한 번 달려본 적 없는 차량담보업계 에이스 영배. 보스 서사장이 하룻밤 맡긴 슈퍼카가 절친 동식과 함께 감쪽같이 사라지고 영배는 범인으로 몰려 서사장 일당에게 쫓기기 시작한다. 믿을 사람 하나 없고, 도망칠 곳도 없는 그의 앞에 나타난 건 바로 1987년식 오래된 자동차 스텔라.","드라마, 판타지, 코미디",South Korea,"Daydream, CJ CGV",https://image.tmdb.org/t/p/w500/90j5GnmU9ri9hpZlAoiizkXg9JR.jpg,98,6.7,9,1.3743,Kwon Soo-kyung,"손호준, 이규형, 허성태, 전노민"
992872,범해진 아내의 순정,범해진 아내의 순정,2022-04-07,"나정과 동훈은 결혼 후, 2세를 만들 계획으로 기운 좋은 터라고 소문 난 곳으로 여행을 계획한다. 여행을 가던 중 비포장 도로 중간 지점에 누군가 길을 막아 놓았고 나정과 동훈은 함정에 걸려든다. 길을 막아 놓은 사람은 안병철.",,,,,0,0.0,0,0.0387,,
973576,섹스소녀 17,섹스소녀 17,2022-04-07,외로운 정욱은 동네 산책을 나와서도 말을 걸 여자를 물색한다. 그러다 눈에 딱 들어온 아름다운 여자의 뒷모습. 말을 걸려고 다가가는데 그 여자는 다름아닌 전 여자친구인 지현이었다. 지현은 평소 보지 못한 그런 정욱의 모습에 즐거워하며 오랜만에 이야기를 하기 시작한다. 추억에 잠겨 즐거워하던 두 사람은 결국 섹스를 한다. 정욱은 이번 일을 계기로 지현과의 새로운 관계를 잠시나마 원하지만 지현은 확실히 선을 그어버린다. 상심에 빠진 정욱은 집에 가다 만난 여자에게 또 말을 걸려고 하는데.. 이번에는 예전에 친하게 지내던 동생 민주였다..,,,,https://image.tmdb.org/t/p/w500/4DRXwixFdYfjm8MTEKfO9nkHXO5.jpg,0,0.0,0,0.0143,,
971272,처제와의 비밀정사,처제와의 비밀정사,2022-04-07,발기부전 남편과 처제의 불륜을 그린 성애영화,,,,https://image.tmdb.org/t/p/w500/hxAX1BUj9apUEcNP3HRHdl4wveG.jpg,0,0.0,0,0.1189,,
968668,초변태 수리공 길들이기,초변태 수리공 길들이기,2022-04-07,초변태 수리공 길들이기,,,,https://image.tmdb.org/t/p/w500/1WwE8XL64c7lysd4AGr8BKQCP7V.jpg,60,0.0,0,0.0758,,
967885,정력대왕 시아버지,정력대왕 시아버지,2022-04-07,시아버지와 며느리의 성행각을 다룬 성애영화,,,,https://image.tmdb.org/t/p/w500/dHfNHTKPUJQmYZOYPtuXsvWEmj9.jpg,83,0.0,0,1.6431,,Lee Jae-hee-II
967395,젖큰 가정교사와의 이대일,젖큰 가정교사와의 이대일,2022-04-07,젖큰 가정교사와의 이대일,,,,https://image.tmdb.org/t/p/w500/oUesA5flInvaNC88Du6udqsnwtT.jpg,70,0.0,0,0.0261,,
961650,"친구여, 눈물을 숨기렴","친구여, 눈물을 숨기렴",2022-04-07,,애니메이션,South Korea,,,10,0.0,0,0.0071,Park Jae-hwan,
783127,불도저에 탄 소녀,불도저에 탄 소녀,2022-04-07,"혜영은 대책 없는 소녀다. 한쪽 팔에는 온통 문신을 새겼다. 욕설을 입에 달고 살며 폭력도 다반사. 말 그대로 문제아 중의 문제아다. 혜영은 엄마 없이 중식당을 운영하는 아빠와 어린 동생과 함께 셋이서 살고 있다. 어느 날 아빠가 의문의 사고를 당하게 되자, 이 문제의 소녀는 갑자기 동생을 돌봐야 할 가장이 되고, 아빠의 억울함을 밝혀야 할 탐문자가 되며, 세상의 추악함을 몸소 이겨내야 할 투쟁가가 된다.","미스터리, 드라마",South Korea,"Little Big Pictures, Twin Plus Partners, Gozip Studio",https://image.tmdb.org/t/p/w500/pQO5yeQWDl1TUvQ7gadTWWHB60D.jpg,112,7.1,24,1.8903,Park Ri-woong,"김혜윤, 박혁권, 예성, 오만석"
1244802,깨물고 싶은 (영화),깨물고 싶은 (영화),2022-04-08,,로맨스,,,https://image.tmdb.org/t/p/w500/q93jcrBgVdETU6QitgYADTMNGrb.jpg,86,4.0,1,0.5197,,"김지웅, Yoon Seo-bin, 문지후, Ko Hye-ran"
606402,야차,야차,2022-04-08,비밀공작팀과 팀의 악명 높은 리더를 감찰하기 위해 위험천만한 도시로 날아간 검사. 정직하게 살아온 그가 스파이들 사이의 치명적인 전쟁 속으로 뛰어든다.,"액션, 범죄, 스릴러","South Korea, Taiwan","Sang Sang Film, Taipei Film Commission, Busan Film Commission, Showbox, 1 Production Film",https://image.tmdb.org/t/p/w500/7WN4bLzEeVwHKMzDc2GrOWSkFHY.jpg,124,6.6,229,3.986,Na Hyun,"설경구, 박해수, 이케우치 히로유키, 양동근"
974595,대통령 정약용,대통령 정약용,2022-04-09,우리 모두의 스승인 정약용을 과거에서 모셔와 대통령을 시키는 타임슬립 대국민 힐링 스토리,드라마,South Korea,Victory Contents,https://image.tmdb.org/t/p/w500/90Tt9MjDmIABnZmlSgal9MU9LwS.jpg,88,5.0,1,0.8112,Hong Seok Lee,"김승우, 이초희, 강영석, 임호"
1125633,Mother in laws: Hot Body,Mother in laws: Hot Body,2022-04-12,,"드라마, 로맨스",South Korea,,https://image.tmdb.org/t/p/w500/82ib2ZqnDTc9CQe80XAcc5KCciW.jpg,49,0.0,0,0.5302,,
1013068,섹스 소녀 17,섹스 소녀 17,2022-04-12,,"드라마, 로맨스",South Korea,,https://image.tmdb.org/t/p/w500/tj0Lt1Eg2ksg1ehNBXGQw3guq88.jpg,75,0.0,0,0.0697,,
945087,말임씨를 부탁해,말임씨를 부탁해,2022-04-13,"85세 대구의 꼬장 할매 정말임 여사는 자식 도움 1도 필요 없다며 인생 2막을 내돈내산 나홀로라이프로 즐기려 했건만 이놈의 몸이 말썽! 오랜만에 외아들 종욱의 방문 탓에 팔이 부러지고, 이 사고로 요양보호사 미선을 들이게 된다. 엄마 걱정에 CCTV까지 들이는 아들과는 마음과 다르게 모진 말만 오가고, 요양보호사는 어쩐지 꿍꿍이가 있는 것 같아 영 맘에 안 든다. 그렇게 마찰과 화해를 반복하던 중 종욱 가족이 불쑥 찾아온 명절날, 묻어두었던 관계의 갈등이 터져버리는데….",드라마,South Korea,,https://image.tmdb.org/t/p/w500/4gQuPijOX9HYHvzgM1TAF0oBUCI.jpg,110,6.0,2,1.2316,Park Kyung-mok,"김영옥, 김영민, 박성연, 이정은"
981824,러브빌런,러브빌런,2022-04-14,"고요한 밤, 도로를 질주하는 커플인 메구와 교환, 그리고 다빈. 졸음이 쏟아지는 교환은 껌을 찾지만 마지막 남은 껌은 다빈의 입 안에 있다. 교환은 옆자리에서 곤히 잠든 연인 메구의 눈치를 보는데...","로맨스, 코미디",South Korea,"2X9, emart",https://image.tmdb.org/t/p/w500/mZ7rFyjBT8wVfrMN3lZLmQvtq22.jpg,7,7.0,1,0.352,이옥섭,"Megu Yamamoto, 구교환, 김다빈"
981820,대리운전 브이로그,대리운전 브이로그,2022-04-14,대리운전과 춤추는 일을 병행하며 예기치 못한 만남에 당황하는 한 남성의 시간이 펼쳐진다.,코미디,South Korea,"2X9, emart",https://image.tmdb.org/t/p/w500/5Q48f4eAbgt3Hwn4axy7oiAvkBx.jpg,9,0.0,0,0.6357,구교환,"박명신, 김재화, 구교환"
953405,엄마와 나,엄마와 나,2022-04-14,"입양으로 헤어졌던 엄마와 아들이 40년 만에 함께 살기로 했다. 엄마가 죽음을 앞두고 있기 때문이다. 타고난 외모와 성격은 완전히 빼다 박았지만, 그 밖의 모든 것들은 완전히 딴판이다. 사실 그들은 서로에게 외국인이기 때문이다. 하지만, 헤어져 살아야 했던 과거의 시간을 보상받고 싶은 마음에 어린 시절로 돌아가기도 하고, 또 한편으로 각자의 가슴 속에 각인된 아픔 때문에 서로에 대한 원망도 커져간다. 두 사람 사이에 앞으로 시간이 얼마나 남아있는지는 알 수가 없다. 서로 곁에 있는 동안에 해야 할 일들이 많다.",다큐멘터리,,,https://image.tmdb.org/t/p/w500/6HDlsnUf3cmg6P4PQ1Qt0Y6CesU.jpg,89,0.0,0,0.0,,
953399,세종대왕의 눈물,세종대왕의 눈물,2022-04-14,"우리 고유의 한글이 파괴된 현실, 하늘에서 세종대왕은 이를 보고 가슴 아파한다. 이 때문에 하늘에게 우리나라의 한글이 다시 회복되려면 어떻게 해야하는지 방법을 구하게 되고, 하늘은 한글과 관련된 문화공연을 준비하는 팀에서 1명이라도 한글의 중요성과 현재의 실태를 깨닫고 뉘우친다면 훼손된 한글이 회복될 것이라 한다. 그리고 세상을 지켜보고 있는 세종이 3번 눈물을 흘려서는 안된다는 조건을 듣게 되는데..",,South Korea,,https://image.tmdb.org/t/p/w500/kFoKjfEFic2NDP33G3zytiCsmS7.jpg,20,0.0,0,0.1211,Kim Na-yoon,"Choi Ryung, Choi Ye-seung"
952090,3.5 교시,3.5 교시,2022-04-14,"명문 신하고등학교에는 3교시와 4교시 사이에 비밀이 한가지 숨겨져 있다. 바로 시간이 10배 느리게 흐르고, 10분이 100분이 되는 3.5교시가 존재한다는 것! 백아진은 3.5교시에 우연히 들어가고 그곳에 갇혀 있던 남학생 강다원을 만난다. 다원을 3.5교시로부터 탈출시키기 위해 아진은 그 곳에 숨겨진 미스테리를 풀어나간다. 그러나 이를 방해하는 자들이 학교에 존재하고 3.5교시를 숨기려고 애쓰는데…","미스터리, 로맨스, 판타지",South Korea,Dreamfact Entertainment,https://image.tmdb.org/t/p/w500/9iqYe4B5O0iFgfQhNscPReCoAxE.jpg,105,5.0,1,0.4106,Yoo Hee-jung,"Jo Hye-won, Lim Ji-sub, Kim Woojin, Song Young-Kyu"
805048,복지식당,복지식당,2022-04-14,"사고로 장애인이 된 청년 재기는 홀로 거동조차 힘든 중증에도 불구하고, 경증의 장애 등급을 받아 힘겨운 싸움 중이다. 하지만 그의 딱한 사정을 봐준 선배 장애인 병호 덕에 취업도 하고 대출도 받으며 희망을 되찾는다. 그렇게 삶의 재기가 눈앞에 왔다고 여긴 순간 재기는 세상에 자신이 중증 장애인임을 증명해야 하는데…",드라마,South Korea,Indiestory,https://image.tmdb.org/t/p/w500/1C66gJJfPQb2zSIKSTCocY8i3Q3.jpg,97,5.0,1,0.0629,Jung Jae-ik,"Cho Min-sang, Han Tae-gyeong, 임호준"
742748,태어나길 잘했어,태어나길 잘했어,2022-04-14,"손에 땀 마를 날 없는 다한증 춘희는 마늘 까는 아르바이트로 수술비를 모으고 있다. 주변 사람들이 자신을 별로 안 좋아한다며 홀로 살아가던 씩씩한 춘희, 부끄러움과 외로움이 전부였던 그에게 봄처럼 새로운 인연이 시작된다.","드라마, 코미디, 판타지",South Korea,GREEN NARAE MEDIA,https://image.tmdb.org/t/p/w500/1TMxbYgl0rWw4wXqOaiclOli1B9.jpg,99,6.3,3,0.6604,Choi Jin-young,"강진아, Park Hye-jin, 홍상표, 변중희"
964630,하루낮 하루밤,하루낮 하루밤,2022-04-15,"북한 간호사 라명주가 우연히 나라를 위태롭게 하려는 자들의 음모를 알아채고 폭로하는 내용으로, 실존 인물 전쟁노병 라명희가 모델이다.","드라마, 공포",North Korea,"April 25 Film Studio, Korean Film",https://image.tmdb.org/t/p/w500/sHIl4sMnRnmgJEWvtpvjjbvSR9a.jpg,95,0.0,0,0.1476,Pak Kyong Jin,"Kim Ryu Kyong, Pak Song Uk, Choe Song, PĂK JONG MYONG"
987884,선배는 연쇄삽입마,선배는 연쇄삽입마,2022-04-20,즐겁게 떠난 게임 동아리 모임에서의 여행..,,,,https://image.tmdb.org/t/p/w500/y5FlaCMMX53WZ3YAK2gJzqwzzNp.jpg,71,0.0,0,0.0495,,
626129,앵커,앵커,2022-04-20,"생방송 5분 전, 방송국 간판 앵커 세라에게 자신이 살해될 것이라며 죽음을 예고하는 제보전화가 걸려온다. 장난전화로 치부하기에는 찝찝한 마음을 감출 수 없는 세라. 진짜 앵커가 될 기회라는 엄마 소정의 말에 세라는 제보자의 집으로 향하고 제보자인 미소와 그녀의 딸의 시체를 목격한다.그날 이후, 세라의 눈앞에 죽은 미소의 모습이 자꾸만 떠오르기 시작한다. 사건 현장에서 미소의 주치의였던 정신과 의사 인호를 마주하게 되며 그에 대한 세라의 의심 또한 깊어지는데…","스릴러, 미스터리, 공포",South Korea,"about Film, Acemaker Movieworks, Insight Film, DCG Plus",https://image.tmdb.org/t/p/w500/mfWl5cGXqbDRgQWTHZ7GPbuSKFj.jpg,111,5.871,31,1.9684,Jeong Ji-yeon,"천우희, 신하균, 이혜영, 박지현"
961188,"다녀와요, 다녀왔습니다","다녀와요, 다녀왔습니다",2022-04-21,"국립무용단이 새단장한 해오름극장에서 처음 선보이는 대작. 작품의 출발은 ‘샤먼’과 ‘내림굿’ 의식이다. 무대 위 무용수는 모두 샤먼이다. 특별한 능력으로 인해 사회에서 고립되었다가 이내 운명을 받아들이고 입무(入巫)에 드는 내림굿을 거쳐 다시 태어나는 샤먼들, 역경을 이겨내고 용기 내어 삶 속으로 다시 들어가는 샤먼들의 여정이 아름답게 이어진다. 작품 제목인 ‘다녀와요, 다녀왔습니다’는 샤먼 각각이 스스로에게 건네는 인사이자 모든 사람에게 건네는 다정한 안부 인사이다. 손인영 예술감독이 안무를, 이날치 밴드로 폭발적 관심을 받은 장영규가 작곡 및 음악감독을, 드라마 의 컨셉 작가 윤재원이 연출, 미술감독을 맡았다. 인류 공통의 재산인 무속 문화의 다채로운 면들이 강렬한 신체 에너지와 이미지, 선명한 음악과 어울려 파노라마처럼 극장을 가득 채울 것이다.",,,,https://image.tmdb.org/t/p/w500/m3cPm17N3HQ809fbgZFxvbZWUHR.jpg,63,0.0,0,0.0071,,
928713,소설가의 영화,소설가의 영화,2022-04-21,"여소설가가 잠적한 후배의 책방으로 먼 길을 찾아옵니다. 그리고 혼자 타워를 오르고 영화감독 부부를 만나고 공원을 산책하다 여배우를 만나게 되고, 여배우에게 당신과 영화를 만들고 싶다 설득을 합니다. 둘이 분식집에서 뭘 먹고, 다시 찾게 되는 후배의 책방에서 술자리가 깊어지고 여배우는 취해 잠이 드는데…",드라마,South Korea,Jeonwonsa Film,https://image.tmdb.org/t/p/w500/cJ1vMFV8TizNsRUQIsS7GrIVH2j.jpg,92,6.61,41,0.9244,홍상수,"이혜영, 김민희, 서영화, 박미소"
741309,"위대한 계약: 파주, 책, 도시","위대한 계약: 파주, 책, 도시",2022-04-21,"책을 만들면 구속되던 시절, 책의 유토피아를 꿈꾸는 이들이 있었다. 이들의 꿈에 새로운 도시를 희망한 건축가들이 동참했다  위험한 계약이라 불리던 위대한 계약. 그리고 세계 어디에도 없던 도시의 탄생, 책과 영상과 예술의 문화 허브에서 새로운 미래를 펼치다!",다큐멘터리,South Korea,,https://image.tmdb.org/t/p/w500/yloaUdgaiEVgI6LPV668NBL0l1c.jpg,103,0.0,0,0.3555,Jung Da-woon,"Kim Eon-ho, Kim Young-jun, Lee Kun-bok, Hyunsik Min"
718541,헝거,헝거,2022-04-21,"라디오를 켜면 너를 만날 수 있을까?  부유한 빌딩도시 속 삶은 여유롭다. 하지만 유지는 행복하지 않다. 가난한 이들이 산다는 하촌에 가면 의미를 찾을 수 있을까? 그러던 어느 날, 유지의 권태로운 하루하루가 뒤집힌다.","SF, 드라마",South Korea,,https://image.tmdb.org/t/p/w500/djVhsahRecybXk2ViY4tQsjwEjE.jpg,67,7.0,3,0.2061,Kang Da-yeon,"Kim Yu-na, Ha Si-yeon"
1016037,섹스마스터,섹스마스터,2022-04-22,,로맨스,South Korea,,https://image.tmdb.org/t/p/w500/73z3sQTBmmvbFGpa2fRuO7cjvnL.jpg,77,4.0,1,1.0152,Richard Kim,"Ha Yeon, Cha Myung-Hoon, 유정, Park Charlie"
1016036,옛사랑,옛사랑,2022-04-22,,로맨스,South Korea,,https://image.tmdb.org/t/p/w500/ZJIt1qW35xbrIKgGyJx0b5kHM5.jpg,86,2.0,1,0.7765,Sun-Woo Young,"Ha Yeon, Cha Myung-Hoon, Im Cho-hee, Park Charlie"
986120,파편,파편,2022-04-22,노인은 모아둔 빈 병들을 전부 팔아버리기로 한다.,,,,https://image.tmdb.org/t/p/w500/rhpkjuRRJbHHsUJ3ZbJFjcquChY.jpg,12,0.0,0,0.0362,Han Chang-hee,
976045,학점 잘 주는 여교수,학점 잘 주는 여교수,2022-04-22,학생들이 수업을 기피하는 여교수 음경아. 음경아 교수에게 좋은 점수를 받기 위해 남학생들의 부단한 노력이 시작 되는데...,,,,https://image.tmdb.org/t/p/w500/baISCURAeuenuADOBfbEj44V21w.jpg,0,0.0,0,0.1127,,
731684,공기살인,공기살인,2022-04-22,"봄이 되면 나타났다 여름이 되면 사라지는 죽음의 병. 공기를 타고 대한민국에 죽음을 몰고 온 살인무기의 실체를 밝히기 위한 그들의 사투. 증발된 범인, 피해자는 증발되지 않았다!","드라마, 미스터리",South Korea,The Contents On,https://image.tmdb.org/t/p/w500/wQ9qGpSgptQAVWkVQpup4ftiBxJ.jpg,107,7.5,26,1.486,Cho Yong-sun,"김상경, 이선빈, 윤경호, 서영희"
970065,유투부: 파산자 클럽,유투부: 파산자 클럽,2022-04-25,"혼자 딸을 키우는 가난한 대부업자 ‘선우’. 사촌동생 ‘민우’에게 사기를 당하고, 목숨마저 위태로워진다.  벼랑 끝 그의 머릿속에서 나온 해결책은 바로 유튜브! 빚을 갚지 못한 채무자들을 모아 일확천금 대박을 노리는 것!  코로나로 빚더미에 앉은 셰프 출신 ‘배고픈 스님’, 남자친구에게 올인하다 쫄딱 망한 ‘비비앙’, 모쏠탈출을 위해 투자하다 무일푼이 된 ‘근육토끼’ 서울대 출신 사기 프로그래머 ‘만쥬’까지 유튜브 제작을 위해 낡은 펜션에 모인 온갖 인간 군상들!  과연 그들은 계획대로 유튜브 대박을 터트리고, 지독한 혐생을 탈출할 수 있을까...?",,South Korea,,https://image.tmdb.org/t/p/w500/4wCczKgpEJnI8vKhDIqdTsQCXNe.jpg,0,0.0,0,0.0907,Seo Dong-heon,"Park Sun-woo, 노진원, Kim Na-yoon, 김늘메"
1194204,황제의 자객,刺客道,2022-04-27,"황제의 최정예 자객이 움직인다!  명나라 시기, 국가의 중대사를 처리하던 기관인 육선문에 위기가 닥친다. 간신에게 붙어 황제와 육선문을 배신한 자가 밝혀지고… 그를 처단하기 위해 육선문 당주의 아들이 암살 기술 훈련에 돌입하는데...",액션,,,https://image.tmdb.org/t/p/w500/4aO6GF3YlJuflAHEaIzWxWp1lQP.jpg,0,0.0,0,0.0753,乔磊,"Han Rui, 姜彭"
1168556,불佛효자,불佛효자,2022-04-27,"수행자 마가 스님은 편지 한 통을 받고 출가한지 40년 만에 고향 고흥으로 돌아와 어머니를 만난다. 홀로 살기 힘든 92세의 어머니를 절에서 모시기로 결심한 스님. 시간이 얼마 남지 않았음을 직감한 스님은 단둘이 전국의 사찰을 여행하기로 결심한 다. ‘미안해요, 고마워요, 사랑해요’ 의미가 담긴 법당 ‘미고사’를 캠핑카로 만들어 어머니와 함께 여행하며 지난 세월의 오해를 풀고 그녀의 다음 생 여행을 위한 선물을 준비한다.",다큐멘터리,South Korea,,https://image.tmdb.org/t/p/w500/2AwTzI8ncmO4Ex4XMGL9puWUvmF.jpg,102,0.0,0,0.0,Choi Jin-kyu,"Maga, Park Jong-sun"
961649,아파트,아파트,2022-04-27,,애니메이션,South Korea,,,4,0.0,0,0.0071,Lee Ju-I,
957154,서울괴담,서울괴담,2022-04-27,"어두운 터널을 홀로 지날 때의 두려움, 옆집에서 들려오는 의문의 소리, 중고 가구에 얽힌 미스터리, 다른 사람을 향한 그릇된 질투. 복수, 저주, 욕망에서 시작된 죽음보다 더한 공포의 실체가 찾아온다!","공포, 판타지",South Korea,"Plus M Entertainment, Zanybros",https://image.tmdb.org/t/p/w500/2ZWxZvDWYoDj7PHFizgi17yEZyb.jpg,122,6.083,18,2.2593,홍원기,"김도윤, 이열음, 이호원, 아린"
945364,늑대들,늑대들,2022-04-27,늑대들이 펼치는 하드보일드 액션!  지키려는 야쿠자와 뺏으려는 고려인 마피아의 피할 수 없는 전쟁이 시작될 무렵 여성들이 연쇄 살인마로부터 희생되는 사건이 발생하자 경찰이 대대적인 수사에 나선다. 그러던 어느 날 야쿠자 보스의 딸이 납치되면서 사건은 걷잡을 수 없는 방향으로 흘러간다.,액션,South Korea,TreeFilm,https://image.tmdb.org/t/p/w500/asCl4wHVPaMYMPVmJIM6u2R4tX4.jpg,99,6.5,2,0.4095,Jeon Kyu-hwan,"오종혁, Park Ki-deok, Jung Eui-wook, 이한위"
821156,봄날,봄날,2022-04-27,"한때는 잘나가던 큰형님 호성. 8년 만에 출소해 보니 남보다 못한 동생 종성은 애물단지 취급이고, 결혼을 앞둔 맏딸 은옥과 오랜만에 만난 아들 동혁은 호성이 부끄럽기만 하다. 아는 인맥 다 끌어 모은 아버지 장례식에서 부조금을 밑천삼아 기상천외한 비즈니스를 계획하며 제2의 전성기를 꿈꾸는데…",드라마,South Korea,"MCMC, Contents Panda",https://image.tmdb.org/t/p/w500/incL8RB6ywwAxb5AiBYCHnRcqMm.jpg,101,6.0,4,0.8249,이돈구,"손현주, 박혁권, 손숙, 정석용"
629322,니 부모 얼굴이 보고 싶다,니 부모 얼굴이 보고 싶다,2022-04-27,"명문 한음 국제중학교 학생 김건우가 같은 반 친구 4명의 이름이 적힌 편지를 남긴 채, 의식불명 상태로 호숫가에서 발견된다. 가해자로 지목된 아이들의 부모들은 자신의 권력과 재력을 이용해 사건을 은폐하려고 한다. 하지만, 담임 교사의 양심 선언으로 건우 엄마 또한 아들의 죽음에 관한 진실을 알게 된다.세상의 이목이 한음 국제중학교로 향하고, 자신의 아이들을 지키기 위한 가해자 부모들의 추악한 민낯이 드러나는데…","드라마, 미스터리",South Korea,"The Tower Pictures, Mindmark, Art Service, Korean Film Council, The Walt Disney Company Korea, Fox International Productions Korea",https://image.tmdb.org/t/p/w500/kI8Si6MdySaFJDtok6RZlUaD4cF.jpg,111,7.0,13,1.7812,김지훈,"설경구, 천우희, 문소리, 오달수"
974823,배달 마사지,배달 마사지,2022-04-28,"매번 남편의 잦은 출장으로 외로움을 타던 소민. 소민의 여동생 하연이 집으로 찾아와  마사지를 받자고 제안한다. 소민은 자신이 생각한 마사지가 아닌 성감 마사지를 받으며  새로운 자극에 눈을 뜨고마는데.. 그러던 어느날, 집에 혼자있던 소민은 다시한번 출장 마사지를  부르자, 다른 남자가 찾아오는데..",,South Korea,,,71,0.0,0,0.0902,,Ye Ri
946615,세븐틴 파워 오브 러브: 더 무비,세븐틴 파워 오브 러브 : 더 무비,2022-04-28,"2021년 열린 온라인 콘서트 ‘POWER OF LOVE’의 감동이  스크린으로 다시 펼쳐진다!  5연속 밀리언셀러, 빌보드 200 2주 연속 차트인, 오리콘 차트 정상을 꿰차며  매번 새로운 역사를 써 내려가는 글로벌 아티스트 SEVENTEEN의 첫 번째 영화!  풍성한 퍼포먼스부터, 13인 멤버들의 속마음 인터뷰,  과거와 현재 그리고 캐럿과 함께 그려나갈 미래를 담은 다채로운 코멘터리까지 전부 담았다!","음악, 다큐멘터리",South Korea,"Pledis Entertainment, HYBE, CJ 4DFLEX, ScreenX Studio",https://image.tmdb.org/t/p/w500/mudITYrZyzvtJ7IZKtUJDuF3aTz.jpg,115,10.0,1,0.4643,오윤동,"에스쿱스, 정한, 조슈아, 준"
940164,부기나이트,부기나이트,2022-04-28,"북한의 핵폭탄 선전포고로 아수라장이 되어버린 세상, 몇 시간 전까지만 해도 지루하고 평범한 일상을 살던 유빈은 인생에 마지막이 될 하루를 즐기기 위해 친구들과 함께 나이트클럽으로 향한다. 남자 화장실에서 만난 연주부터 큰돈을 만지게 해 준다는 술집 마담, 나이트클럽에서 만난 경아, 경아 대신 약속 장소로 나온 유라, 그리고 뜻밖의 장소에서 우연히 만난 첫사랑 수경까지  살아생전 데이트 한 번 못해본 유빈은 살아있는 하룻밤 동안 다섯 여자가 줄줄이 꼬이기 시작하면서 예기치 못한 사건 사고들이 벌어지기 시작하는데…","코미디, 드라마, 액션, 범죄",South Korea,,https://image.tmdb.org/t/p/w500/e87mnR1R74nXnMrJVXnr8jdJnaF.jpg,88,5.2,6,0.5094,Kim Gyeong-yeop,"최귀화, 이시원, 박환희, 김희정"
841584,평평남녀,평평남녀,2022-04-28,"바쁜 회사일로 연애는 못하고 기막힌 아이디어는 까이기 일수. 승진은 남의 이야기. 열정만렙 33살 만년대리! 우리의 영블리 영진  어느 날, 능력은 없지만 빽은 있는 낙하산 준설이 그녀 앞에 떨어지고 하루도 평평할 날 없는 영진의 고달픈 일상이 시작되는데…","드라마, 미스터리, 스릴러, 공포",,,https://image.tmdb.org/t/p/w500/d0V51NP3hRoQbsocq0xx0xeTflF.jpg,121,0.0,0,0.178,Kim Soo-jung,"이태경, Lee Han-ju, Lee Bom, 서갑숙"
1406693,뽀로로 히어로 무비: 슈퍼 영웅의 탄생,뽀로로 히어로 무비: 슈퍼 영웅의 탄생,2022-04-29,슈퍼영웅이 되기 위해서는 슈퍼파워 초능력이 있어야 한다는걸 깨달은 뽀로로. 뽀로로와 친구들은 초능력을 배우기위해 마법을 사용할줄 아는 통통이에게 찾아간다 . 하지만 슈퍼영웅이 되는길은 너무도 험난하다.  제대로 된 초능력이 나오지 않고 뽀로로는 실수연발이다.  그때 나쁜 악당이 나타나게 되고… 과연 뽀로로는 나쁜 악당들을 물리치고 무사히 슈퍼영웅이 될 수 있을까?,"애니메이션, 판타지, TV 영화",South Korea,ICONIX Co.Ltd,https://image.tmdb.org/t/p/w500/AsYNEUpZhHEzW6s06S0gg5NsYWK.jpg,42,0.0,0,0.0071,,
1097665,잊혀진 익숙함,잊혀진 익숙함,2022-04-29,,,"South Korea, Switzerland",,https://image.tmdb.org/t/p/w500/c1j5x00xoXD4gf6kEZkTrSH0h4Y.jpg,29,0.0,0,0.1291,Hae-Sup Sin,"이일화, Kim Jin-bok"
975247,노래방 : 화끈한 여자들 3,노래방 : 화끈한 여자들 3,2022-04-29,망하기 직전인 노래방에서 일하는 현주와 서희. 두 사람은 가게를 살리기 위해 화끈한 서비스를 계획한다.,로맨스,South Korea,,https://image.tmdb.org/t/p/w500/a3wqrsByQeo5PVubzZip97h14v5.jpg,63,0.0,0,0.5225,Yoo Hae-jong,"Yeon Joo, Ba Da, Ga On, Hae Il"
973998,Who Are You? (Nugusaeyo?),Who Are You? (Nugusaeyo?),2022-04-29,,,"South Korea, United States of America",,,2,0.0,0,0.0071,Yejin Koo,
957788,"Busan, 1999","Busan, 1999",2022-04-29,,드라마,,,https://image.tmdb.org/t/p/w500/xEWULiutISbpAo5hQnIXjUhO5Yb.jpg,11,0.0,0,0.1797,Thomas Percy Kim,"이상희, Cha Hee"
